,index,AceDbF,Cource,FirstSecond,OpponentPlayer,Server,Set,,TotalGame,Tournament,WinLose,ScoreServer,ScoreReturner,Side,WonA,WonB
573,122,,w,1,ノバク・ジョコビッチ,乗,2,,6,201611WTF,×,0,30,Deuce,0,1
574,123,,b,2,ノバク・ジョコビッチ,乗,2,,6,201611WTF,×,0,40,Ad,0,1
575,158,,b,1,ノバク・ジョコビッチ,圭,2,,7,201611WTF,○,0,0,Deuce,1,0
576,159,,c,1,ノバク・ジョコビッチ,圭,2,,7,201611WTF,○,15,0,Ad,1,0
577,160,,w,1,ノバク・ジョコビッチ,圭,2,,7,201611WTF,○,30,0,Deuce,1,0
578,161,,b,2,ノバク・ジョコビッチ,圭,2,,7,201611WTF,×,40,0,Ad,0,1
579,162,,b,2,ノバク・ジョコビッチ,圭,2,,7,201611WTF,×,40,15,Deuce,0,1
580,163,,b,1,ノバク・ジョコビッチ,圭,2,,7,201611WTF,×,40,30,Ad,0,1
581,164,,c,2,ノバク・ジョコビッチ,圭,2,,7,201611WTF,○,40,40,Deuce,1,0
582,165,,w,2,ノバク・ジョコビッチ,圭,2,,7,201611WTF,×,Ad,40,Ad,0,1
583,167,,c,2,ノバク・ジョコビッチ,圭,2,,7,201611WTF,×,40,Ad,Ad,0,1
