index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
208,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,×,1,c,178,,15,30,Ad,0,1
209,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,○,2,c,141,,15,40,Deuce,1,0
210,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,○,1,c,180,,30,40,Ad,1,0
211,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,○,2,b,141,,40,40,Deuce,1,0
212,201808全米オープン,ディエゴ・シュワルツマン,1,8,圭,○,1,w,173,,Ad,40,Ad,1,0
265,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,○,1,w,160,,0,0,Deuce,1,0
266,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,×,1,w,151,,15,0,Ad,0,1
267,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,○,1,w,157,,15,15,Deuce,1,0
268,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,×,2,c,148,,30,15,Ad,0,1
269,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,○,2,c,135,,30,30,Deuce,1,0
270,201808全米オープン,ディエゴ・シュワルツマン,1,9,朱,○,1,c,177,,40,30,Ad,1,0
329,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,×,2,c,131,,0,0,Deuce,0,1
330,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,○,2,b,143,,0,15,Ad,1,0
331,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,×,1,w,148,,15,15,Deuce,0,1
332,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,○,1,c,177,,15,30,Ad,1,0
333,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,×,2,b,138,,30,30,Deuce,0,1
334,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,○,1,w,186,,30,40,Ad,1,0
335,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,○,1,w,154,,40,40,Deuce,1,0
336,201808全米オープン,ディエゴ・シュワルツマン,1,10,圭,○,1,w,186,,Ad,40,Ad,1,0
0,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,×,2,c,133,,0,0,Deuce,0,1
1,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,○,2,n,,Dn,0,15,Ad,1,0
2,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,○,1,w,156,,15,15,Deuce,1,0
3,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,×,1,w,175,,30,15,Ad,0,1
4,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,×,2,w,135,,30,30,Deuce,0,1
5,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,○,1,c,168,,30,40,Ad,1,0
6,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,○,2,b,135,,40,40,Deuce,1,0
7,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,×,1,c,172,,Ad,40,Ad,0,1
9,201808全米オープン,ディエゴ・シュワルツマン,2,1,朱,×,1,w,165,,40,Ad,Ad,0,1
20,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,○,2,c,144,,0,0,Deuce,1,0
21,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,×,2,w,146,,15,0,Ad,0,1
22,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,○,1,w,156,,15,15,Deuce,1,0
23,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,×,2,n,,Dn,30,15,Ad,0,1
24,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,○,1,w,157,,30,30,Deuce,1,0
25,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,×,1,c,180,,40,30,Ad,0,1
26,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,○,1,c,177,,40,40,Deuce,1,0
27,201808全米オープン,ディエゴ・シュワルツマン,2,2,圭,×,1,w,180,,Ad,40,Ad,0,1
50,201808全米オープン,ディエゴ・シュワルツマン,2,3,朱,×,2,w,135,,0,0,Deuce,0,1
51,201808全米オープン,ディエゴ・シュワルツマン,2,3,朱,×,2,w,140,,0,15,Ad,0,1
52,201808全米オープン,ディエゴ・シュワルツマン,2,3,朱,×,2,w,149,,0,30,Deuce,0,1
53,201808全米オープン,ディエゴ・シュワルツマン,2,3,朱,×,2,w,138,,0,40,Ad,0,1
78,201808全米オープン,ディエゴ・シュワルツマン,2,4,圭,○,2,b,148,,0,0,Deuce,1,0
79,201808全米オープン,ディエゴ・シュワルツマン,2,4,圭,○,2,w,136,,15,0,Ad,1,0
80,201808全米オープン,ディエゴ・シュワルツマン,2,4,圭,○,1,c,193,,30,0,Deuce,1,0
81,201808全米オープン,ディエゴ・シュワルツマン,2,4,圭,×,2,b,141,,40,0,Ad,0,1
82,201808全米オープン,ディエゴ・シュワルツマン,2,4,圭,○,1,w,149,,40,15,Deuce,1,0
112,201808全米オープン,ディエゴ・シュワルツマン,2,5,朱,○,2,c,128,,0,0,Deuce,1,0
113,201808全米オープン,ディエゴ・シュワルツマン,2,5,朱,×,1,w,165,,15,0,Ad,0,1
114,201808全米オープン,ディエゴ・シュワルツマン,2,5,朱,○,1,w,156,,15,15,Deuce,1,0
115,201808全米オープン,ディエゴ・シュワルツマン,2,5,朱,○,1,b,167,,30,15,Ad,1,0
116,201808全米オープン,ディエゴ・シュワルツマン,2,5,朱,○,1,c,141,,40,15,Deuce,1,0
151,201808全米オープン,ディエゴ・シュワルツマン,2,6,圭,×,2,n,,Dn,0,0,Deuce,0,1
152,201808全米オープン,ディエゴ・シュワルツマン,2,6,圭,×,1,w,172,,0,15,Ad,0,1
153,201808全米オープン,ディエゴ・シュワルツマン,2,6,圭,×,2,c,138,,0,30,Deuce,0,1
154,201808全米オープン,ディエゴ・シュワルツマン,2,6,圭,×,2,w,135,,0,40,Ad,0,1
193,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,○,2,o,,Do,0,0,Deuce,1,0
194,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,○,1,w,162,,15,0,Ad,1,0
195,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,○,1,w,160,,30,0,Deuce,1,0
196,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,×,2,w,117,,40,0,Ad,0,1
197,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,×,1,w,165,,40,15,Deuce,0,1
198,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,×,1,c,160,,40,30,Ad,0,1
199,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,○,1,c,183,,40,40,Deuce,1,0
200,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,×,1,c,160,,Ad,40,Ad,0,1
202,201808全米オープン,ディエゴ・シュワルツマン,2,7,朱,×,2,c,159,,40,Ad,Ad,0,1
251,201808全米オープン,ディエゴ・シュワルツマン,2,8,圭,×,2,c,138,,0,0,Deuce,0,1
252,201808全米オープン,ディエゴ・シュワルツマン,2,8,圭,○,2,w,143,,0,15,Ad,1,0
253,201808全米オープン,ディエゴ・シュワルツマン,2,8,圭,○,1,b,183,,15,15,Deuce,1,0
254,201808全米オープン,ディエゴ・シュワルツマン,2,8,圭,○,1,c,165,Ac,30,15,Ad,1,0
255,201808全米オープン,ディエゴ・シュワルツマン,2,8,圭,○,1,c,186,,40,15,Deuce,1,0
309,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,○,2,w,133,,0,0,Deuce,1,0
310,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,×,2,w,120,,15,0,Ad,0,1
311,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,×,2,w,138,,15,15,Deuce,0,1
312,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,○,1,w,168,,15,30,Ad,1,0
313,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,○,2,o,,Do,30,30,Deuce,1,0
314,201808全米オープン,ディエゴ・シュワルツマン,2,9,朱,○,2,c,119,,40,30,Ad,1,0
374,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,○,2,b,143,,0,0,Deuce,1,0
375,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,×,1,c,185,,15,0,Ad,0,1
376,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,×,2,c,136,,15,15,Deuce,0,1
377,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,○,1,w,185,,15,30,Ad,1,0
378,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,○,1,b,178,,30,30,Deuce,1,0
379,201808全米オープン,ディエゴ・シュワルツマン,2,10,圭,○,1,c,170,,40,30,Ad,1,0
0,201808全米オープン,ディエゴ・シュワルツマン,3,1,朱,×,1,w,151,,0,0,Deuce,0,1
1,201808全米オープン,ディエゴ・シュワルツマン,3,1,朱,×,1,w,144,,0,15,Ad,0,1
2,201808全米オープン,ディエゴ・シュワルツマン,3,1,朱,○,1,c,148,,0,30,Deuce,1,0
3,201808全米オープン,ディエゴ・シュワルツマン,3,1,朱,×,1,w,151,,15,30,Ad,0,1
4,201808全米オープン,ディエゴ・シュワルツマン,3,1,朱,×,2,c,130,,15,40,Deuce,0,1
10,201808全米オープン,ディエゴ・シュワルツマン,3,2,圭,×,1,w,157,,0,0,Deuce,0,1
11,201808全米オープン,ディエゴ・シュワルツマン,3,2,圭,×,1,w,181,,0,15,Ad,0,1
12,201808全米オープン,ディエゴ・シュワルツマン,3,2,圭,×,1,w,149,,0,30,Deuce,0,1
13,201808全米オープン,ディエゴ・シュワルツマン,3,2,圭,×,1,w,177,,0,40,Ad,0,1
23,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,×,1,c,181,,0,0,Deuce,0,1
24,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,×,1,w,152,,0,15,Ad,0,1
25,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,○,1,w,162,,0,30,Deuce,1,0
26,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,○,2,c,138,,15,30,Ad,1,0
27,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,○,2,c,136,,30,30,Deuce,1,0
28,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,×,1,w,140,,40,30,Ad,0,1
29,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,×,1,c,181,,40,40,Deuce,0,1
30,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,○,1,w,160,,40,Ad,Ad,1,0
32,201808全米オープン,ディエゴ・シュワルツマン,3,3,朱,×,1,c,160,,Ad,40,Ad,0,1
58,201808全米オープン,ディエゴ・シュワルツマン,3,4,圭,○,1,c,189,,0,0,Deuce,1,0
59,201808全米オープン,ディエゴ・シュワルツマン,3,4,圭,○,2,w,131,,15,0,Ad,1,0
60,201808全米オープン,ディエゴ・シュワルツマン,3,4,圭,×,2,c,152,,30,0,Deuce,0,1
61,201808全米オープン,ディエゴ・シュワルツマン,3,4,圭,○,1,w,167,,30,15,Ad,1,0
62,201808全米オープン,ディエゴ・シュワルツマン,3,4,圭,○,1,w,146,,40,15,Deuce,1,0
90,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,×,1,w,138,,0,0,Deuce,0,1
91,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,×,1,w,157,,0,15,Ad,0,1
92,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,○,1,b,162,,0,30,Deuce,1,0
93,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,○,1,w,152,,15,30,Ad,1,0
94,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,×,1,c,157,,30,30,Deuce,0,1
95,201808全米オープン,ディエゴ・シュワルツマン,3,5,朱,×,2,c,133,,30,40,Ad,0,1
129,201808全米オープン,ディエゴ・シュワルツマン,3,6,圭,×,2,c,119,,0,0,Deuce,0,1
130,201808全米オープン,ディエゴ・シュワルツマン,3,6,圭,○,1,w,159,,0,15,Ad,1,0
131,201808全米オープン,ディエゴ・シュワルツマン,3,6,圭,○,1,w,148,,15,15,Deuce,1,0
132,201808全米オープン,ディエゴ・シュワルツマン,3,6,圭,○,2,c,152,,30,15,Ad,1,0
133,201808全米オープン,ディエゴ・シュワルツマン,3,6,圭,○,1,c,186,,40,15,Deuce,1,0
172,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,○,2,b,144,,0,0,Deuce,1,0
173,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,×,1,c,157,,15,0,Ad,0,1
174,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,×,2,c,130,,15,15,Deuce,0,1
175,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,○,1,c,172,,15,30,Ad,1,0
176,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,○,1,w,164,,30,30,Deuce,1,0
177,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,×,1,w,151,,40,30,Ad,0,1
178,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,×,1,w,159,,40,40,Deuce,0,1
179,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,○,1,w,164,,40,Ad,Ad,1,0
181,201808全米オープン,ディエゴ・シュワルツマン,3,7,朱,○,2,n,,Dn,Ad,40,Ad,1,0
230,201808全米オープン,ディエゴ・シュワルツマン,3,8,圭,○,1,c,172,,0,0,Deuce,1,0
231,201808全米オープン,ディエゴ・シュワルツマン,3,8,圭,○,1,w,162,,15,0,Ad,1,0
232,201808全米オープン,ディエゴ・シュワルツマン,3,8,圭,○,2,c,152,,30,0,Deuce,1,0
233,201808全米オープン,ディエゴ・シュワルツマン,3,8,圭,×,1,b,183,,40,0,Ad,0,1
234,201808全米オープン,ディエゴ・シュワルツマン,3,8,圭,○,1,w,152,,40,15,Deuce,1,0
288,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,×,2,c,133,,0,0,Deuce,0,1
289,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,×,2,c,138,,0,15,Ad,0,1
290,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,○,1,w,136,,0,30,Deuce,1,0
291,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,○,1,c,,,15,30,Ad,1,0
292,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,×,1,w,148,,30,30,Deuce,0,1
293,201808全米オープン,ディエゴ・シュワルツマン,3,9,朱,×,1,c,168,,30,40,Ad,0,1
353,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,○,2,b,146,,0,0,Deuce,1,0
354,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,×,2,w,130,,15,0,Ad,0,1
355,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,○,1,c,183,,15,15,Deuce,1,0
356,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,×,2,o,,Do,30,15,Ad,0,1
357,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,×,1,w,146,,30,30,Deuce,0,1
358,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,○,1,w,180,,30,40,Ad,1,0
359,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,×,2,c,136,,40,40,Deuce,0,1
360,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,○,1,w,164,,40,Ad,Ad,1,0
362,201808全米オープン,ディエゴ・シュワルツマン,3,10,圭,○,1,w,165,Aw,Ad,40,Ad,1,0
432,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,×,2,c,127,,0,0,Deuce,0,1
433,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,○,1,w,159,,0,15,Ad,1,0
434,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,×,1,w,156,,15,15,Deuce,0,1
435,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,○,1,c,154,,15,30,Ad,1,0
436,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,×,2,c,119,,30,30,Deuce,0,1
437,201808全米オープン,ディエゴ・シュワルツマン,3,11,朱,×,2,w,109,,30,40,Ad,0,1
513,201808全米オープン,ディエゴ・シュワルツマン,3,12,圭,×,1,w,152,,0,0,Deuce,0,1
514,201808全米オープン,ディエゴ・シュワルツマン,3,12,圭,○,2,w,120,,0,15,Ad,1,0
515,201808全米オープン,ディエゴ・シュワルツマン,3,12,圭,×,2,c,135,,15,15,Deuce,0,1
516,201808全米オープン,ディエゴ・シュワルツマン,3,12,圭,×,2,c,162,,15,30,Ad,0,1
517,201808全米オープン,ディエゴ・シュワルツマン,3,12,圭,×,2,b,143,,15,40,Deuce,0,1
0,201808全米オープン,ディエゴ・シュワルツマン,4,1,朱,×,2,c,135,,0,0,Deuce,0,1
1,201808全米オープン,ディエゴ・シュワルツマン,4,1,朱,○,2,n,,Dn,0,15,Ad,1,0
2,201808全米オープン,ディエゴ・シュワルツマン,4,1,朱,○,1,c,144,,15,15,Deuce,1,0
3,201808全米オープン,ディエゴ・シュワルツマン,4,1,朱,○,2,c,143,,30,15,Ad,1,0
4,201808全米オープン,ディエゴ・シュワルツマン,4,1,朱,○,1,w,156,,40,15,Deuce,1,0
10,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,×,2,n,,Dn,0,0,Deuce,0,1
11,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,○,1,w,183,,0,15,Ad,1,0
12,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,×,2,c,130,,15,15,Deuce,0,1
13,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,○,1,w,175,,15,30,Ad,1,0
14,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,○,1,c,189,Ac,30,30,Deuce,1,0
15,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,×,2,o,,Do,40,30,Ad,0,1
16,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,×,2,w,135,,40,40,Deuce,0,1
17,201808全米オープン,ディエゴ・シュワルツマン,4,2,圭,×,1,c,183,,40,Ad,Ad,0,1
37,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,○,1,w,157,,0,0,Deuce,1,0
38,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,×,1,c,167,,15,0,Ad,0,1
39,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,×,1,w,156,,15,15,Deuce,0,1
40,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,×,1,w,136,,15,30,Ad,0,1
41,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,○,2,o,,Do,15,40,Deuce,1,0
42,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,○,2,n,,Dn,30,40,Ad,1,0
43,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,×,1,c,149,,40,40,Deuce,0,1
44,201808全米オープン,ディエゴ・シュワルツマン,4,3,朱,○,2,b,130,,40,Ad,Ad,1,0
73,201808全米オープン,ディエゴ・シュワルツマン,4,4,圭,○,1,b,165,,0,0,Deuce,1,0
74,201808全米オープン,ディエゴ・シュワルツマン,4,4,圭,○,2,w,123,,15,0,Ad,1,0
75,201808全米オープン,ディエゴ・シュワルツマン,4,4,圭,○,2,c,138,,30,0,Deuce,1,0
76,201808全米オープン,ディエゴ・シュワルツマン,4,4,圭,○,1,c,168,,40,0,Ad,1,0
107,201808全米オープン,ディエゴ・シュワルツマン,4,5,朱,○,1,c,149,,0,0,Deuce,1,0
108,201808全米オープン,ディエゴ・シュワルツマン,4,5,朱,×,2,c,131,,15,0,Ad,0,1
109,201808全米オープン,ディエゴ・シュワルツマン,4,5,朱,○,2,c,123,,15,15,Deuce,1,0
110,201808全米オープン,ディエゴ・シュワルツマン,4,5,朱,○,2,w,115,,30,15,Ad,1,0
111,201808全米オープン,ディエゴ・シュワルツマン,4,5,朱,○,1,w,154,,40,15,Deuce,1,0
147,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,×,2,c,143,,0,0,Deuce,0,1
148,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,○,2,w,128,,0,15,Ad,1,0
149,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,○,1,c,186,,15,15,Deuce,1,0
150,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,×,2,w,119,,30,15,Ad,0,1
151,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,×,2,w,130,,30,30,Deuce,0,1
152,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,○,1,w,181,,30,40,Ad,1,0
153,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,○,1,w,154,,40,40,Deuce,1,0
154,201808全米オープン,ディエゴ・シュワルツマン,4,6,圭,×,1,b,189,,Ad,40,Ad,0,1
202,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,×,2,b,140,,0,0,Deuce,0,1
203,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,○,1,w,149,,0,15,Ad,1,0
204,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,×,2,c,140,,15,15,Deuce,0,1
205,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,×,2,c,148,,15,30,Ad,0,1
206,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,○,1,w,157,,15,40,Deuce,1,0
207,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,○,2,c,136,,30,40,Ad,1,0
208,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,○,1,c,180,,40,40,Deuce,1,0
209,201808全米オープン,ディエゴ・シュワルツマン,4,7,朱,×,1,c,144,,Ad,40,Ad,0,1
